nan
nan
nan
nan
4.9342241287231445
1.3097974061965942
1.2938941717147827
-0.9557651877403259
0.5925942063331604
2.299360990524292
2.1305294036865234
3.975153684616089
1.0675491094589233
3.504875898361206
-0.714528501033783
4.0337233543396
3.9911611080169678
2.0355372428894043
9.067591667175293
5.049539089202881
5.983950138092041
2.4715256690979004
2.9812686443328857
2.1448237895965576
3.031351089477539
3.8027002811431885
3.7996420860290527
3.9457857608795166
4.012112617492676
3.9027321338653564
4.261783123016357
3.4948830604553223
5.954288959503174
4.279927730560303
4.007602691650391
4.273401737213135
4.277177333831787
4.307369709014893
4.195316314697266
4.294316291809082
4.353377819061279
4.3723015785217285
4.098191738128662
4.21039342880249
4.241591453552246
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
